iter	Passed	Remaining
535	5072	4391
536	5082	4381
537	5090	4371
538	5100	4361
539	5108	4351
540	5116	4341
541	5126	4331
542	5134	4321
543	5143	4311
544	5152	4301
545	5160	4291
546	5169	4281
547	5178	4271
548	5187	4261
549	5195	4251
550	5204	4241
551	5213	4231
552	5221	4220
553	5229	4210
554	5238	4199
555	5245	4189
556	5254	4179
557	5263	4169
558	5271	4158
559	5279	4148
560	5289	4139
561	5297	4128
562	5306	4118
563	5315	4108
564	5323	4098
565	5331	4088
566	5340	4078
567	5348	4067
568	5357	4058
569	5365	4047
570	5374	4037
571	5381	4027
572	5390	4016
573	5398	4006
574	5407	3996
575	5414	3985
576	5423	3975
577	5431	3965
578	5439	3955
579	5449	3946
580	5457	3935
581	5465	3925
582	5473	3914
583	5481	3904
584	5489	3894
585	5497	3884
586	5506	3874
587	5513	3863
588	5521	3853
589	5529	3842
590	5537	3832
591	5546	3822
592	5554	3812
593	5563	3802
594	5571	3792
595	5580	3782
596	5590	3773
597	5598	3763
598	5607	3754
599	5616	3744
600	5624	3734
601	5633	3724
602	5641	3714
603	5650	3704
604	5658	3694
605	5667	3685
606	5676	3674
607	5684	3665
608	5692	3655
609	5701	3645
610	5709	3635
611	5718	3625
612	5726	3615
613	5735	3605
614	5743	3595
615	5752	3585
616	5759	3575
617	5768	3565
618	5776	3555
619	5784	3545
620	5792	3535
621	5801	3525
622	5809	3515
623	5817	3505
624	5825	3495
625	5835	3486
626	5844	3476
627	5851	3466
628	5859	3456
629	5867	3446
630	5875	3436
631	5883	3426
632	5892	3416
633	5900	3406
634	5908	3396
635	5917	3386
636	5926	3377
637	5935	3367
638	5943	3357
639	5950	3347
640	5959	3337
641	5966	3327
642	5974	3317
643	5983	3307
644	5991	3297
645	5999	3287
646	6007	3277
647	6016	3267
648	6024	3258
649	6032	3248
650	6040	3238
651	6048	3228
652	6056	3218
653	6064	3208
654	6071	3198
655	6079	3188
656	6088	3178
657	6097	3169
658	6106	3159
659	6114	3150
660	6123	3140
661	6132	3130
662	6140	3121
663	6149	3111
664	6159	3102
665	6168	3093
666	6177	3084
667	6186	3074
668	6196	3065
669	6208	3058
670	6219	3049
671	6231	3041
672	6242	3033
673	6252	3024
674	6262	3015
675	6272	3006
676	6282	2997
677	6293	2989
678	6303	2980
679	6314	2971
680	6323	2962
681	6334	2953
682	6345	2945
683	6356	2936
684	6366	2927
685	6375	2918
686	6385	2909
687	6395	2900
688	6404	2890
689	6414	2881
690	6423	2872
691	6434	2863
692	6443	2854
693	6452	2845
694	6462	2835
695	6471	2826
696	6480	2817
697	6490	2808
698	6500	2799
699	6512	2790
700	6520	2781
701	6531	2772
702	6542	2763
703	6552	2755
704	6562	2745
705	6572	2736
706	6583	2728
707	6594	2719
708	6603	2710
709	6614	2701
710	6624	2692
711	6632	2682
712	6641	2673
713	6656	2666
714	6664	2656
715	6674	2647
716	6683	2638
717	6693	2628
718	6703	2619
719	6711	2610
720	6721	2600
721	6729	2591
722	6739	2582
723	6750	2573
724	6759	2563
725	6768	2554
726	6778	2545
727	6787	2536
728	6796	2526
729	6805	2517
730	6817	2508
731	6826	2499
732	6837	2490
733	6847	2481
734	6858	2472
735	6868	2463
736	6879	2454
737	6890	2446
738	6900	2437
739	6911	2428
740	6921	2419
741	6932	2410
742	6942	2401
743	6955	2393
744	6963	2383
745	6975	2374
746	6986	2366
747	6996	2357
748	7007	2348
749	7019	2339
750	7029	2330
751	7040	2321
752	7053	2313
753	7063	2304
754	7073	2295
755	7084	2286
756	7094	2277
757	7105	2268
758	7116	2259
759	7126	2250
760	7138	2241
761	7148	2232
762	7158	2223
763	7168	2214
764	7178	2205
765	7187	2195
766	7196	2186
767	7208	2177
768	7218	2168
769	7226	2158
770	7236	2149
771	7245	2139
772	7253	2130
773	7262	2120
774	7272	2111
775	7282	2102
776	7291	2092
777	7299	2082
778	7307	2073
779	7316	2063
780	7325	2054
781	7335	2044
782	7344	2035
783	7353	2025
784	7362	2016
785	7370	2006
786	7380	1997
787	7390	1988
788	7398	1978
789	7410	1969
790	7418	1960
791	7428	1950
792	7436	1941
793	7447	1932
794	7456	1922
795	7464	1912
796	7473	1903
797	7483	1894
798	7491	1884
799	7500	1875
800	7510	1865
801	7519	1856
802	7529	1847
803	7538	1837
804	7547	1828
805	7557	1818
806	7566	1809
807	7575	1800
808	7583	1790
809	7592	1781
810	7600	1771
811	7610	1762
812	7618	1752
813	7627	1742
814	7637	1733
815	7646	1724
816	7654	1714
817	7663	1705
818	7672	1695
819	7681	1686
820	7690	1676
821	7699	1667
822	7708	1657
823	7717	1648
824	7726	1638
825	7734	1629
826	7742	1619
827	7750	1610
828	7759	1600
829	7768	1591
830	7777	1581
831	7785	1572
832	7793	1562
833	7802	1552
834	7809	1543
835	7818	1533
836	7826	1524
837	7836	1514
838	7843	1505
839	7852	1495
840	7860	1486
841	7868	1476
842	7877	1467
843	7885	1457
844	7893	1447
845	7901	1438
846	7910	1428
847	7919	1419
848	7927	1409
849	7935	1400
850	7943	1390
851	7952	1381
852	7960	1371
853	7969	1362
854	7977	1352
855	7985	1343
856	7993	1333
857	8001	1324
858	8009	1314
859	8017	1305
860	8025	1295
861	8033	1286
862	8041	1276
863	8050	1267
864	8058	1257
865	8066	1248
866	8075	1238
867	8084	1229
868	8092	1219
869	8101	1210
870	8108	1200
871	8117	1191
872	8125	1182
873	8133	1172
874	8141	1163
875	8149	1153
876	8157	1144
877	8165	1134
878	8173	1125
879	8182	1115
880	8190	1106
881	8198	1096
882	8207	1087
883	8215	1078
884	8223	1068
885	8231	1059
886	8240	1049
887	8249	1040
888	8258	1031
889	8267	1021
890	8276	1012
891	8286	1003
892	8295	994
893	8305	984
894	8314	975
895	8323	966
896	8333	956
897	8342	947
898	8350	938
899	8360	928
900	8369	919
901	8383	910
902	8393	901
903	8401	892
904	8410	882
905	8419	873
906	8429	864
907	8438	854
908	8446	845
909	8456	836
910	8465	827
911	8475	817
912	8484	808
913	8493	799
914	8501	789
915	8511	780
916	8521	771
917	8530	761
918	8539	752
919	8548	743
920	8558	734
921	8566	724
922	8575	715
923	8584	706
924	8593	696
925	8602	687
926	8611	678
927	8620	668
928	8628	659
929	8637	650
930	8647	640
931	8656	631
932	8665	622
933	8674	613
934	8684	603
935	8693	594
936	8703	585
937	8712	575
938	8721	566
939	8730	557
940	8740	548
941	8751	538
942	8759	529
943	8769	520
944	8779	510
945	8789	501
946	8797	492
947	8806	483
948	8815	473
949	8825	464
950	8834	455
951	8843	445
952	8852	436
953	8861	427
954	8869	417
955	8877	408
956	8886	399
957	8894	389
958	8904	380
959	8912	371
960	8922	362
961	8931	352
962	8939	343
963	8947	334
964	8957	324
965	8966	315
966	8975	306
967	8985	297
968	8994	287
969	9003	278
970	9012	269
971	9022	259
972	9031	250
973	9040	241
974	9049	232
975	9058	222
976	9066	213
977	9075	204
978	9083	194
979	9091	185
980	9099	176
981	9107	166
982	9116	157
983	9124	148
984	9131	139
985	9139	129
986	9146	120
987	9154	111
988	9162	101
989	9170	92
990	9178	83
991	9186	74
992	9193	64
993	9200	55
994	9208	46
995	9216	37
996	9224	27
997	9232	18
998	9240	9
999	9247	0
