iter	RMSE
651	0.1648500421
652	0.1646871342
653	0.1645300068
654	0.1644084532
655	0.1642912217
656	0.1640105655
657	0.1636215338
658	0.1635666167
659	0.1631924297
660	0.1628770857
661	0.1627268913
662	0.1626054681
663	0.1622488081
664	0.1619896337
665	0.1616292646
666	0.1614101324
667	0.1612854471
668	0.1612047462
669	0.1610854968
670	0.160872025
671	0.160704396
672	0.1604100175
673	0.160338902
674	0.1600636539
675	0.1599181457
676	0.1597318461
677	0.1594228985
678	0.1593408599
679	0.1591572908
680	0.1590814447
681	0.1589585888
682	0.1587176524
683	0.1584816744
684	0.1582531095
685	0.1579310151
686	0.1577759401
687	0.1576744745
688	0.1575345572
689	0.1574402815
690	0.1573512562
691	0.1571858667
692	0.1571552457
693	0.1569046407
694	0.1567415118
695	0.1566326226
696	0.1565448301
697	0.1563668796
698	0.1561403349
699	0.1559398607
700	0.1558023734
701	0.1557012956
702	0.1556124182
703	0.1554544464
704	0.1552552479
705	0.1552323116
706	0.1547529355
707	0.1546478502
708	0.1545404754
709	0.1543969394
710	0.1543292494
711	0.1542556573
712	0.1541936024
713	0.154111836
714	0.1539135479
715	0.1537905695
716	0.1537778647
717	0.153627907
718	0.1534211285
719	0.1532632782
720	0.1529681449
721	0.1528726856
722	0.1527132967
723	0.152354071
724	0.1519294843
725	0.1518507938
726	0.1515214817
727	0.1512866213
728	0.1509136351
729	0.150460241
730	0.1503138678
731	0.1499453327
732	0.1496956093
733	0.1495438862
734	0.1493305432
735	0.1492280314
736	0.1491005261
737	0.1490269789
738	0.1489388833
739	0.14878058
740	0.1485034045
741	0.1484263908
742	0.1481014215
743	0.147838121
744	0.1477964337
745	0.1477184303
746	0.147490386
747	0.1473884887
748	0.1471354539
749	0.146917565
750	0.1466237534
751	0.146400963
752	0.1463924336
753	0.1461356122
754	0.1459302997
755	0.1458205231
756	0.1455173721
757	0.1452475359
758	0.144996299
759	0.1447537577
760	0.1444736328
761	0.144347434
762	0.1440592266
763	0.143923114
764	0.1437983375
765	0.1437233415
766	0.143504491
767	0.1434383977
768	0.1433251944
769	0.1430944407
770	0.1429984089
771	0.1427863825
772	0.1426349214
773	0.1425875178
774	0.1425085995
775	0.1422112589
776	0.1421468943
777	0.1421406012
778	0.1419538799
779	0.1418575431
780	0.1414278073
781	0.1414157117
782	0.1412356894
783	0.1410129118
784	0.1409122651
785	0.1408413389
786	0.1407368393
787	0.1405390036
788	0.1404325588
789	0.1400053458
790	0.139870028
791	0.139728214
792	0.1395966882
793	0.1394848697
794	0.1393495275
795	0.1391815334
796	0.1390968141
797	0.1389457921
798	0.1387746605
799	0.1387702707
800	0.1384379302
801	0.1380542176
802	0.137861784
803	0.1375472001
804	0.1374770529
805	0.1371517982
806	0.1370404179
807	0.136890854
808	0.1367799441
809	0.1367356179
810	0.136573854
811	0.1363875607
812	0.136240192
813	0.1360477906
814	0.1358976005
815	0.135676276
816	0.1354476482
817	0.1352556628
818	0.1351986022
819	0.1350691246
820	0.1349362182
821	0.134739934
822	0.1346281711
823	0.1344556529
824	0.1343540762
825	0.1342563689
826	0.1341024814
827	0.1338029253
828	0.133652194
829	0.1335714129
830	0.1333314442
831	0.1332168904
832	0.1329933152
833	0.1327774574
834	0.1327198016
835	0.1325333355
836	0.1323281775
837	0.1321018154
838	0.1319753945
839	0.1319186976
840	0.1317451251
841	0.1315730602
842	0.1314547872
843	0.1313600789
844	0.1312735806
845	0.1312299127
846	0.1309907332
847	0.1308971937
848	0.1307216153
849	0.1305592681
850	0.1305047296
851	0.130429737
852	0.1303281484
853	0.1301701436
854	0.1300552664
855	0.1299093697
856	0.1297414748
857	0.1296605999
858	0.1294115338
859	0.1293331378
860	0.1292708591
861	0.129197166
862	0.1290346835
863	0.128790819
864	0.1287415876
865	0.1286649658
866	0.1285480016
867	0.1284627486
868	0.1283257186
869	0.1281844003
870	0.1279305976
871	0.1276934449
872	0.1276231184
873	0.1275072644
874	0.1274415002
875	0.1272504228
876	0.1271482509
877	0.127097126
878	0.1269963362
879	0.1268891798
880	0.12679112
881	0.1266651175
882	0.1265309567
883	0.1264209187
884	0.1263812553
885	0.1263456123
886	0.1262495788
887	0.1261269606
888	0.1259641866
889	0.1259214908
890	0.1257987145
891	0.1256335924
892	0.1254239904
893	0.1252589116
894	0.1251595298
895	0.1250771434
896	0.1249558122
897	0.1247937837
898	0.1246928619
899	0.1245499795
900	0.124528486
901	0.1243923383
902	0.1242916102
903	0.1242340444
904	0.124148553
905	0.1240045415
906	0.1239388957
907	0.1238690949
908	0.1237914598
909	0.1237319898
910	0.1236787664
911	0.1235520488
912	0.1235277825
913	0.1234709304
914	0.1234522695
915	0.1232290881
916	0.1230990844
917	0.1229892536
918	0.1228797131
919	0.1228507135
920	0.1227323949
921	0.1225626306
922	0.1224392316
923	0.1222211192
924	0.12216539
925	0.1221132808
926	0.1220480894
927	0.1219601872
928	0.1217738916
929	0.121554878
930	0.1214956656
931	0.1213041563
932	0.1212206473
933	0.1210147896
934	0.1208269311
935	0.1207533168
936	0.1206387645
937	0.1205053711
938	0.1204051887
939	0.1201143982
940	0.119896284
941	0.1198174824
942	0.1197506039
943	0.1196292235
944	0.1194382685
945	0.119388715
946	0.1193206967
947	0.1192236771
948	0.1192091477
949	0.1190762721
950	0.1189905775
951	0.1189385767
952	0.118856723
953	0.1188531027
954	0.1187855887
955	0.1186997384
956	0.1186049218
957	0.118486735
958	0.1183042875
959	0.1181407227
960	0.1179064584
961	0.1179010404
962	0.1178402976
963	0.1178363435
964	0.1177784046
965	0.1175955392
966	0.1172628941
967	0.1170698028
968	0.1170087715
969	0.1169289189
970	0.116802709
971	0.1166931495
972	0.1166048423
973	0.116442706
974	0.1163370584
975	0.116135651
976	0.1160427215
977	0.1159344327
978	0.115904866
979	0.1158087455
980	0.1157777008
981	0.1156814635
982	0.1155115093
983	0.1154925099
984	0.11543151
985	0.1153694652
986	0.1153229971
987	0.1152265549
988	0.1152046215
989	0.115087678
990	0.1150288896
991	0.1149497908
992	0.114895139
993	0.1148423872
994	0.1147750534
995	0.1147223276
996	0.1145617659
997	0.1144509433
998	0.1142968203
999	0.1142310581
